Material,Application,TML_Pct,WVR_Pct,CVCM_Pct,RML_Pct,Year,SpaceX_Classification,Data_Ref,Manufacturer,Time_1,Temp_1,ATM_1,Time_2,Temp_2,ATM_2,Time_3,Temp_3,ATM_3,Time_4,Temp_4,ATM_4,Raw_Application
KOOL MU COATING -- A7,Coating,1.35,0,0.02,0.96,2008,Pass,GSFC30994,YMJ,,,,,,,,,,,,,COATING
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE I,Honeycomb,1.94,1,0.00,0.73,2000,Pass,GSFC27394,DUP,,,,,,,,,,,,,HONEYCOMB
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE I,Honeycomb,1.41,1,0.00,0.16,2000,Pass,GSFC27397,DUP,,,,,,,,,,,,,HONEYCOMB
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE II,Honeycomb,2.00,1,0.06,0.84,2000,Pass,GSFC27382,DUP,,,,,,,,,,,,,HONEYCOMB
KOREX HONEYCOMB CORE ARAMID/PHENOLIC RESIN TYPE II,Honeycomb,1.66,1,0.06,0.00,2000,Pass,GSFC27385,DUP,1D,65.0,AIR,,,,,,,,,,HONEYCOMB
KOREX HONEYCOMB CORE PHENOLIC RESIN/ARAMID,Damper,2.36,1,0.05,0.71,1997,Pass,GSFC24975,HEX,,,,,,,,,,,,,DAMPER
KOROPON (PANEL A),Primer,6.10,0,0.13,5.86,2001,Rationale Code B (up to 0.25 sq-in),GSFC27682,DES,,,,,,,,,,,,,PRIMER
KOROPON+AEROGLAZE 9929 (LOT 01011001)+A 276 (PANEL C),Paint,4.81,0,0.05,4.47,2001,Rationale Code B (up to 0.25 sq-in),GSFC27688,HCC,,,,,,,,,,,,,PAINT
KOROPON+AEROGLAZE 9929 (LOT 92861001)+A 276 (PANEL B),Paint,4.90,0,0.03,4.57,2001,Rationale Code B (up to 0.25 sq-in),GSFC27685,HCC,,,,,,,,,,,,,PAINT
KRMT-01 POLYURETHANE,Mold Compound,0.84,0,0.08,0.29,1988,Pass,GSFC16986,KRY,12H,100.0,E-2,,,,,,,,,,MOLD CPND
KRMT-04 POLYURETHANE,Mold Compound,0.52,0,0.04,0.19,1988,Pass,GSFC16992,KRY,12H,100.0,E-2,,,,,,,,,,MOLD CPND
KRMT-06 POLYURETHANE,Sealant,1.16,0,0.35,0.70,1989,Rationale Code B (up to 0.25 sq-in),GSFC17924,KRY,,,,,,,,,,,,,SEALANT
KRMT-06 POLYURETHANE,Sealant,1.06,0,0.27,0.61,1989,Rationale Code B (up to 0.25 sq-in),GSFC17926,KRY,24H,100.0,E-2,,,,,,,,,,SEALANT
KRMT-11 POLYURETHANE,Mold Compound,0.81,0,0.29,0.51,1988,Rationale Code B (up to 0.25 sq-in),GSFC16995,KRY,24H,100.0,E-2,,,,,,,,,,MOLD CPND
KROY 2000 INDUSTRIAL LABEL TAPE ACRYLIC ADHESIVE/F,Tape,4.69,0,1.97,4.56,1998,Rationale Code B (up to 0.25 sq-in),GSFC25816,KRO,,,,,,,,,,,,,TAPE
"KROY DURA TYPE 240 LABEL W/ ACRYLIC ADHESIVE, P/N 2357516",Label Tape,5.41,0,0.12,4.67,2001,Rationale Code B (up to 0.25 sq-in),GSFC27634,KRO*,,,,,,,,,,,,,LABEL TAPE
"KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357501",Label,4.75,0,0.10,3.99,2005,Rationale Code B (up to 0.25 sq-in),GSFC29359,KRO,,,,,,,,,,,,,LABEL
"KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357501",Label,1.98,0,0.09,1.14,2005,Rationale Code A (up to 2 sq-in),GSFC29362,KRO,24H,125.0,AIR,,,,,,,,,,LABEL
"KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357516",Label,4.58,0,0.08,3.84,2005,Rationale Code B (up to 0.25 sq-in),GSFC29365,KRO,,,,,,,,,,,,,LABEL
"KROY DURA TYPE 240 LABEL, ACRYLIC ADHESIVE, P/N 2357516",Label,2.08,0,0.08,1.31,2005,Rationale Code A (up to 2 sq-in),GSFC29368,KRO,24H,125.0,AIR,,,,,,,,,,LABEL
KRYLON 1302 CLEAR COATING MULTI-COAT FILM,Paint,7.23,,0.02,7.23,1972,Rationale Code B (up to 0.25 sq-in),GSFC03397,BCM,24H,25.0,AIR,,,,,,,,,,PAINT
KRYLON 1602 ULTRA FLAT BLACK PAINT,Paint,5.93,,0.45,5.93,1972,Rationale Code B (up to 0.25 sq-in),GSFC03992,BCM,7D,25.0,AIR,,,,,,,,,,PAINT
KRYOFLEX 313 YELLOW CERAMIC,Hermetic Seal,0.01,0,0.00,0.01,2015,Pass,GSFC35586,PAE,,,,,,,,,,,,,HERMETIC SEAL
KRYOFLEX 313-6 GREEN CERAMIC,Hermetic Seal,0.01,0,0.00,0.01,2015,Pass,GSFC35598,PAE,,,,,,,,,,,,,HERMETIC SEAL
KRYOFLEX 6002-B WHITE CERAMIC,Hermetic Seal,0.01,0,0.00,0.01,2015,Pass,GSFC35592,PAE,,,,,,,,,,,,,HERMETIC SEAL
KRYOFLEX 8449 DARK BLUE CERAMIC,Hermetic Seal,0.01,0,0.00,0.01,2015,Pass,GSFC35589,PAE,,,,,,,,,,,,,HERMETIC SEAL
KRYOFLEX MCX-31C DARK GREEN CERAMIC,Hermetic Seal,0.01,0,0.00,0.01,2015,Pass,GSFC35583,PAE,,,,,,,,,,,,,HERMETIC SEAL
KRYOFLEX PCT-92 BLACK CERAMIC,Hermetic Seal,0.01,0,0.00,0.01,2015,Pass,GSFC35595,PAE,,,,,,,,,,,,,HERMETIC SEAL
KRYTOX 143 A/C LUBRICATING OIL,Lubricant,0.69,0,0.40,0.69,1997,Rationale Code B (up to 0.25 sq-in),GSFC24870,DUP,,,,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL,Lubrication,2.91,0,1.52,2.88,1997,Rationale Code B (up to 0.25 sq-in),GSFC24966,DUP,,,,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.11,0,0.02,0.11,1997,Pass,GSFC24795,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.12,0,0.02,0.12,1997,Pass,GSFC24798,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.06,0,0.01,0.04,1997,Pass,GSFC24894,DUP,3D,190.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.06,0,0.02,0.02,1997,Pass,GSFC24897,DUP,3D,190.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.04,0,0.01,-0.03,1997,Pass,GSFC24900,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.05,0,0.04,0.02,1997,Pass,GSFC24903,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.10,0,0.06,0.07,1997,Pass,GSFC24918,DUP,3D,190.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubricant,0.10,0,0.03,0.09,1997,Pass,GSFC24921,DUP,3D,190.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubrication,0.10,0,0.04,-0.07,1997,Pass,GSFC24942,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubrication,0.27,0,0.02,0.21,1997,Pass,GSFC24945,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubrication,0.37,0,0.02,0.34,1997,Pass,GSFC24969,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL,Lubrication,0.27,0,0.04,0.24,1997,Pass,GSFC24972,DUP,3D,185.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL (ITT),Lubricant,0.14,0,0.06,0.14,1997,Pass,GSFC24846,DUP,84H,200.0,E-4,96H,175.0,E-7,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubricant,0.13,0,0.03,0.06,1998,Pass,GSFC25360,DUP,,,,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubricant,0.59,0,0.04,0.57,1998,Pass,GSFC25432,DUP,72H,175.0,E-6,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,1.55,0,0.58,1.55,1998,Rationale Code B (up to 0.25 sq-in),GSFC25453,DUP,7D,100.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.04,0,0.02,0.01,1998,Pass,GSFC25477,DUP,72H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.08,0,0.00,0.07,1998,Pass,GSFC25501,DUP,48H,200.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.99,0,0.11,0.88,1998,Rationale Code B (up to 0.25 sq-in),GSFC25525,DUP,24H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.05,0,0.01,-0.01,1998,Pass,GSFC25549,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.06,0,0.02,0.00,1998,Pass,GSFC25573,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.11,0,0.03,0.02,1998,Pass,GSFC25597,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.05,0,0.01,0.04,1998,Pass,GSFC25624,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.07,0,0.01,0.04,1998,Pass,GSFC25627,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.09,0,0.01,0.07,1998,Pass,GSFC25630,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.06,0,0.01,0.04,1998,Pass,GSFC25633,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.17,0,0.07,0.15,1998,Pass,GSFC25636,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.28,0,0.06,0.26,1998,Pass,GSFC25639,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL DEVOL LOT 240,Lubrication,0.10,0,0.03,0.05,1998,Pass,GSFC25648,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATING OIL LOT 240,Lubricant,2.69,0,1.26,2.64,1998,Rationale Code B (up to 0.25 sq-in),GSFC25312,DUP,,,,,,,,,,,,,LUBRICANT
KRYTOX 143 A/C LUBRICATION OIL DEVOL LOT 240,Lubrication,0.07,0,0.04,0.04,1998,Pass,GSFC25621,DUP,48H,175.0,E-6,,,,,,,,,,LUBRICATION
KRYTOX 143 A/C LUBRICATION OIL DEVOL LOT 240,Lubrication,0.07,0,0.06,0.00,1998,Pass,GSFC25696,DUP,,,,,,,,,,,,,LUBRICATION
KRYTOX 143 AB LUBRICATING OIL DEVOL AT 93C,Oil,28.93,0,13.03,28.91,1980,Rationale Code B (up to 0.25 sq-in),GSFC11141,DUP,,,,,,,,,,,,,OIL
KRYTOX 143 AC LUBRICATING OIL PERFLUOROALKYLPOLYETHER,Lubricant Oil,1.38,0,0.71,1.38,1991,Rationale Code B (up to 0.25 sq-in),GSFC20187,DUP,,,,,,,,,,,,,LUBE OIL
KRYTOX 143 AX FLUOROALKYLPOLYETHER LUBRICATING OIL,Oil,28.54,,5.71,28.54,1970,Rationale Code B (up to 0.25 sq-in),GSFC02515,DUP,,,,,,,,,,,,,OIL
KRYTOX 1525 OIL,Lubricant Oil,21.75,0,12.93,21.75,1987,Rationale Code B (up to 0.25 sq-in),GSFC16484,DUP,,,,,,,,,,,,,LUBE OIL
KRYTOX 1625 OIL,Lubricant Oil,16.53,0,10.65,16.53,1987,Rationale Code B (up to 0.25 sq-in),GSFC16486,DUP,,,,,,,,,,,,,LUBE OIL
KRYTOX 16256 PERFLUOROALKYL ETHERS OIL,Lubricant,0.11,0,0.05,0.11,1989,Pass,GSFC17940,DUP,,,,,,,,,,,,,LUBRICANT
KRYTOX 16350 OIL,Lubricant,0.32,0,0.00,0.30,1998,Pass,GSFC25408,DUP,,,,,,,,,,,,,LUBRICANT
KRYTOX 240 AC LOT # G4736-1,Grease,0.26,0,0.12,0.24,2012,Rationale Code B (up to 0.25 sq-in),GSFC33124,DUP,,,,,,,,,,,,,GREASE
KRYTOX 240 AC LOT # G4754-1,Grease,0.25,0,0.12,0.23,2012,Rationale Code B (up to 0.25 sq-in),GSFC33130,DUP,,,,,,,,,,,,,GREASE
KRYTOX 240 AC LOT # G5036-1,Grease,0.26,0,0.12,0.24,2012,Rationale Code B (up to 0.25 sq-in),GSFC33127,DUP,,,,,,,,,,,,,GREASE
KRYTOX 240AC FLUOROCARBON GREASE (143AC OIL/TEFLON),Lubricant,5.72,0,3.00,5.72,1975,Rationale Code B (up to 0.25 sq-in),GSFC06980,DUP,,,,,,,,,,,,,LUBRICANT
KRYTOX 240AC GREASE,Grease,2.63,0,1.32,2.63,1997,Rationale Code B (up to 0.25 sq-in),GSFC24801,DUP,,,,,,,,,,,,,GREASE
KRYTOX 240AC GREASE PERFLUOROALKYLPOLYETHER,Grease,2.65,0,1.30,2.65,1991,Rationale Code B (up to 0.25 sq-in),GSFC20189,DUP,,,,,,,,,,,,,GREASE
KRYTOX TLF 7646 GRAY GREASE,Lubricant,0.14,0,0.05,0.14,1989,Pass,GSFC17928,DUP,,,,,,,,,,,,,LUBRICANT
KS 1003 CLEAR SILICONE FLEX CABLE INSUL,Cable Insul,1.74,0,0.73,1.70,1985,Rationale Code B (up to 0.25 sq-in),GSFC14421,TTE,15M,110.0,AIR,,,,,,,,,,CABLE INSUL
KS 4008 ELECTRICALLY CONDUCTIVE ADHESIVE A/B 100:6 PBW,Adhesive,2.44,0,0.23,2.39,2014,Rationale Code B (up to 0.25 sq-in),GSFC35325,HEN,24 H,25.0,AIR,,,,,,,,,,ADHESIVE
KS 4008 ELECTRICALLY CONDUCTIVE ADHESIVE A/B 100:6 PBW,Adhesive,1.35,0,0.09,1.28,2014,Rationale Code A (up to 2 sq-in),GSFC35328,HEN,24 H,25.0,AIR,24 H,90.0,AIR,,,,,,,ADHESIVE
"KS 4008 SILVER FILLED EPOXY, A:B 100:6 PBW",Conductive Epoxy,2.92,0,0.14,2.72,2012,Rationale Code B (up to 0.25 sq-in),GSFC33436,HYS,24H,25.0,AIR,,,,,,,,,,CONDUCTIVE EPOXY
"KS 4008 SILVER FILLED EPOXY, A:B 100:6 PBW",Conductive Epoxy,2.07,0,0.09,1.90,2012,Rationale Code A (up to 2 sq-in),GSFC33439,HYS,2H,60.0,AIR,,,,,,,,,,CONDUCTIVE EPOXY
KYNAR 200 POLYVINYLIDENE FLUORIDE,Film/Sheet,0.21,,0.15,0.21,1964,Rationale Code B (up to 0.25 sq-in),SRI07918,PCC,,,,,,,,,,,,,FILM/SHEET
KYNAR BLACK WIRE INSUL 30 GAUGE UL1422,Wire Insul,0.11,0,0.02,0.08,1985,Pass,GSFC14360,AES,24H,85.0,E-2,,,,,,,,,,WIRE INSUL
KYNAR ITT SPACE GRADE POLYALKENE WHITE WIRE INSUL,Wire Insul,0.23,0,0.03,0.22,1984,Pass,GSFC14094,ITT,,,,,,,,,,,,,WIRE INSUL
KYNAR K-2 SHRINK TUBING BLUE UNSHRUNK,Shrink Tubing,0.19,0,0.08,0.18,1999,Pass,GSFC26653,SUP,,,,,,,,,,,,,SHRINK TUBING
KYNAR PIEZO FILM - NI COATED KYNAR,Piezoelectric,0.07,0,0.03,0.07,1984,Pass,GSFC14253,PEN,,,,,,,,,,,,,PIEZOELECTRIC
KYNAR PURPLE WIRE INSUL 30 GAUGE UL1422,Wire Insul,0.10,0,0.02,0.09,1985,Pass,GSFC14358,AES,,,,,,,,,,,,,WIRE INSUL
KYNAR SHRINK TUBING (PRE-SHRUNK),Shrink Tubing,0.13,0,0.01,0.11,2004,Pass,GSFC28915,ZZZ,,,,,,,,,,,,,SHRINK TUBING
KYNAR SHRINK TUBING M23053/8-005-C HEAT GUN SHRUNK,Shrink Tubing,0.20,0,0.05,0.17,1996,Pass,GSFC24054,RCC,,,,,,,,,,,,,SHRINK TUBING
KYNAR SHRINK TUBING MIL I23053/8 HEAT GUN SHRINK,Shrink Tubing,0.39,0,0.07,0.39,1976,Pass,GSFC07463,RCC,,,,,,,,,,,,,SHRINK TUBING
KYNAR SHRINK TUBING MIL-I23053/8 HEAT GUN SHRINK,Shrink Tubing,0.41,0,0.10,0.40,1991,Pass,GSFC19617,AEW,,,,,,,,,,,,,SHRINK TUBING
KYNAR SHRINKABLE SEALING SLEEVE BLUE W/WHITE INSERTS,Shrink Sleeve,0.66,0,0.04,0.54,1977,Pass,GSFC08580,RCC,.25M,260.0,AIR,,,,,,,,,,SHRINK SLEEVE
KYNAR SK SHRINK TUBING,Shrink Tubing,0.07,0,0.01,0.06,1975,Pass,GSFC06911,ZZZ,3M,250.0,AIR,,,,,,,,,,SHRINK TUBING
KYNAR SOLDER SLEEVE WITH POLYETHYLENE RINGS,Shrink Tubing,0.37,,0.07,0.37,1971,Pass,GSFC02673,RCC,,,,,,,,,,,,,SHRINK TUBING
KYNAR SOLDER SLEEVE WITH POLYETHYLENE SLEEVES SHRUNK,Shrink Tubing,0.56,0,0.14,0.54,1980,Rationale Code B (up to 0.25 sq-in),GSFC10925,RCC,,,,,,,,,,,,,SHRINK TUBING
KYNAR SOLDER SLEEVE WITHOUT POLYETHYLENE RINGS,Shrink Tubing,0.44,,0.07,0.44,1971,Pass,GSFC02671,RCC,,,,,,,,,,,,,SHRINK TUBING
KYNAR WIRE INSULATION - RED,Wire Insul,0.07,0,0.01,0.07,1975,Pass,GSFC06926,BIC,,,,,,,,,,,,,WIRE INSUL
L-449-6 FLUOROSILICONE,Elastomer,0.53,,0.07,0.53,1964,Pass,SRI12518,PSC,,,,,,,,,,,,,ELASTOMER
L100/6/4/Y UK MIXTURE,Potting,1.47,0,0.12,0.80,1976,Rationale Code B (up to 0.25 sq-in),GSFC07943,ZZZ,48H,50.0,AIR,,,,,,,,,,POTTING
L3 HYDROCARBON BASED LUBRICANT,Lubricant,86.56,0,47.04,86.56,2014,Rationale Code B (up to 0.25 sq-in),GSFC35289,SNW,,,,,,,,,,,,,LUBRICANT
LABEL,ID Label,1.90,0,0.31,1.57,2007,Rationale Code B (up to 0.25 sq-in),GSFC30247,DOD,,,,,,,,,,,,,ID LABEL
LABEL - ANTI SABOTAGE,Label,5.05,0,1.20,4.97,1982,Rationale Code B (up to 0.25 sq-in),GSFC12460,ZZZ,,,,,,,,,,,,,LABEL
LABEL - INSPECTION,Label,7.60,0,4.60,7.26,1982,Rationale Code B (up to 0.25 sq-in),GSFC12430,ZZZ,,,,,,,,,,,,,LABEL
LABEL FROM B & L INSTR PKG/F,Label,9.59,2,2.85,7.21,1977,Rationale Code B (up to 0.25 sq-in),GSFC08528,ZZZ,,,,,,,,,,,,,LABEL
LABEL MARKING,Label,5.36,0,2.12,5.12,1981,Rationale Code B (up to 0.25 sq-in),GSFC12073,APF,,,,,,,,,,,,,LABEL
LABEL NASA FLIGHT HARDWARE,Label,2.04,0,0.43,1.81,1981,Rationale Code B (up to 0.25 sq-in),GSFC12076,ZZZ,,,,,,,,,,,,,LABEL
LABEL PRESSURE SENSITIVE FOIL/F,Label,0.93,0,0.11,0.87,1976,Rationale Code B (up to 0.25 sq-in),GSFC07799,TMC,,,,,,,,,,,,,LABEL
LABEL TEMP INDICATOR TL-T SERIES-YELLOW-ACRYLIC/F,Temp Device,4.72,0,1.51,4.67,1995,Rationale Code B (up to 0.25 sq-in),GSFC22477,OME,,,,,,,,,,,,,TEMP DEVICE
LABEL WIRE WRAP SOCKET POLYSTYRENE WHITE,Label,0.19,0,0.05,0.16,1987,Pass,GSFC16154,KON,,,,,,,,,,,,,LABEL
"LABEL, P/N 109-T1K10S, WHITE KAPTON LABEL",Label,1.17,0,0.12,0.39,2004,Rationale Code B (up to 0.25 sq-in),GSFC28813,TYO,,,,,,,,,,,,,LABEL
"LABEL, P/N LS41567 (PLATE, CAUTION ESD)",Label,0.88,0,0.03,0.63,2004,Pass,GSFC28780,CRA,,,,,,,,,,,,,LABEL
"LABEL, PRESSURE SENSITIVE ID PLATE, PN 1PE0698",Label,0.75,0,0.01,0.47,2004,Pass,GSFC28786,BAB,,,,,,,,,,,,,LABEL
LABEL/ACRYLIC ADH MSFC# LS 40572-003 BLACK/CHROME,Label,0.50,0,0.08,0.31,1988,Pass,GSFC17328,ZZZ,,,,,,,,,,,,,LABEL
LABEL/ACRYLIC ADH MSFC# LS 41533-001 ORANGE BLACK,Label,2.01,0,0.37,1.81,1988,Rationale Code B (up to 0.25 sq-in),GSFC17313,BOD,,,,,,,,,,,,,LABEL
LABEL/ACRYLIC ADH MSFC# LS 41567-001 YELLOW/BLACK,Label,2.78,0,0.46,2.61,1988,Rationale Code B (up to 0.25 sq-in),GSFC17316,BOD,,,,,,,,,,,,,LABEL
LACING CORD - MIL-T-4345 LC-143,Lacing Cord,3.23,2,0.17,0.68,2002,Rationale Code B (up to 0.25 sq-in),GSFC28237,AEW,52H,60.0,AIR,,,,,,,,,,LACING CORD
"LACING CORD 20DPTH, POLYESTER W/SYNTH RUBBER, TYPE II FLAT BRAID",Lacing Cord,0.49,0,0.04,0.31,2010,Pass,GSFC31984,GBE,,,,,,,,,,,,,LACING CORD
LACING CORD A-60-M NYLON,Lacing Cord,3.24,,0.76,3.24,1969,Rationale Code B (up to 0.25 sq-in),GSFC01546,HMB,,,,,,,,,,,,,LACING CORD
LACING CORD DACRON 50D-OF17CW - WHITE,Lacing Cord,1.30,,0.54,1.30,1972,Rationale Code B (up to 0.25 sq-in),GSFC04468,WFC,,,,,,,,,,,,,LACING CORD
LACING CORD GUDELACE 20 BLACK NYLON - WAXED,Lacing Cord,8.47,,4.05,8.47,1971,Rationale Code B (up to 0.25 sq-in),GSFC02989,GBE,,,,,,,,,,,,,LACING CORD
LACING CORD GUDELACE H,Lacing Cord,2.93,1,0.38,1.48,1996,Rationale Code B (up to 0.25 sq-in),GSFC23982,WEC,,,,,,,,,,,,,LACING CORD
LACING CORD LC - 143 WHITE,Lacing Tape,3.06,1,0.21,1.07,2002,Rationale Code B (up to 0.25 sq-in),GSFC28069,AWC,,,,,,,,,,,,,LACING TAPE
LACING CORD LC-136,Lacing Cord,8.36,,3.38,8.36,1973,Rationale Code B (up to 0.25 sq-in),GSFC04960,AWC,,,,,,,,,,,,,LACING CORD
LACING CORD LC-162 BLACK,Lacing Cord,2.27,,0.95,2.27,1973,Rationale Code B (up to 0.25 sq-in),GSFC05337,AWC,,,,,,,,,,,,,LACING CORD
LACING CORD POLYAMIDE TYPE S FINISH A SIZE B WHITE,Lacing Cord,3.39,2,0.08,0.72,1989,Pass,GSFC17842,SLT,,,,,,,,,,,,,LACING CORD
"Lacing Tape A-A-52081-C-5-PTH, Also known as Breyden 205-3",Lacing Tape and Cord Cable Ties,0.38,0,0.04,0.26,2019,Pass,GFC36384,BYP,24H,125.0,4.6x10ø?,,,,,,,,,,LACING TAPE AND CORD CABLE TIES
LACING TAPE 20DOF9G MIL T43435 TYPE 2 WHITE,Lacing Tape,0.63,0,0.25,0.61,1986,Rationale Code B (up to 0.25 sq-in),GSFC15687,WFC,,,,,,,,,,,,,LACING TAPE
LACING TAPE 20DOF9X WHITE DACRON POLYESTER,Lacing Tape,0.44,0,0.13,0.34,1992,Rationale Code B (up to 0.25 sq-in),GSFC20330,WFC,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-106E1 DACRON/VITON COATING WHITE,Lacing Tape,0.19,0,0.04,0.17,1990,Pass,GSFC19150,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-106E2 DACRON/NYLON COATING WHITE,Lacing Tape,0.63,0,0.02,0.52,1990,Pass,GSFC19144,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-106E4 DACRON/SILICONE COATING WHITE,Lacing Tape,2.34,0,0.36,2.23,1990,Rationale Code B (up to 0.25 sq-in),GSFC19147,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E1 DACRON/VITON COATING WHITE,Lacing Tape,0.10,0,0.05,0.10,1990,Pass,GSFC19186,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E10 DACRON/VITON COATING WHITE,Lacing Tape,0.14,0,0.02,0.08,1990,Pass,GSFC19249,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E11 NOMEX/VITON ONE COAT WHITE,Lacing Tape,3.22,2,0.13,0.67,1990,Rationale Code B (up to 0.25 sq-in),GSFC19207,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E2 DACRON/NYLON COATING WHITE,Lacing Tape,0.51,0,0.03,0.48,1990,Pass,GSFC19235,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E3 DACRON/POLYURETHANE COAT WHITE,Lacing Tape,0.46,0,0.05,0.37,1990,Pass,GSFC19199,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E4 DACRON/SILICONE COATING WHITE,Lacing Tape,2.31,0,0.37,2.14,1990,Rationale Code B (up to 0.25 sq-in),GSFC19243,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E5 TEFLON/RUBBER COATING BROWN,Lacing Tape,0.24,0,0.04,0.18,1990,Pass,GSFC19201,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E6 NOMEX/SILICONE COATING STRIPED,Lacing Tape,3.46,2,0.32,1.26,1990,Rationale Code B (up to 0.25 sq-in),GSFC19203,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E7 NOMEX/VITON COATING WHITE/BLACK,Lacing Tape,2.67,2,0.02,0.21,1990,Pass,GSFC19245,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E8 NOMEX/VITON DBL COAT WHITE,Lacing Tape,3.06,2,0.13,0.54,1990,Rationale Code B (up to 0.25 sq-in),GSFC19205,GBE,,,,,,,,,,,,,LACING TAPE
LACING TAPE 90-191E9 DACRON/VITON DBL COAT WHITE,Lacing Tape,0.16,0,0.02,0.09,1990,Pass,GSFC19247,GBE,,,,,,,,,,,,,LACING TAPE
